hitter_name,team,plate_appearances,games,composite_score,grade,tier,ops,woba,wrc_plus,xwoba,xba,xslg,hard_hit_pct,barrel_pct,k_bb_ratio,avg,hr,rbi,sb,strengths,weaknesses,score_breakdown,rank
Ben Rice,NYY,446,116,87.2,A,Elite,0.817,0.352,127,0.411,0.293,0.576,55.50000000000001,16.4,2.0,0.242,22,51,3,OPS: 0.817; wOBA: 0.352; wRC+: 127,None identified,"{'OPS': {'value': 0.817, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wOBA': {'value': 0.352, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 127, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'xwOBA': {'value': 0.411, 'percentile_score': 95, 'weight': 0.12, 'contribution': 11.4}, 'xBA': {'value': 0.293, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'xSLG': {'value': 0.576, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'HardHit%': {'value': 55.50000000000001, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 16.4, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'K:BB': {'value': 2.0, 'percentile_score': 80, 'weight': 0.07, 'contribution': 5.6000000000000005}}",25
Fernando Tatis Jr.,SDP,600,134,87.1,A,Elite,0.8,0.349,128,0.382,0.285,0.497,52.6,10.6,1.33,0.264,18,57,27,OPS: 0.8; wOBA: 0.349; wRC+: 128,None identified,"{'OPS': {'value': 0.8, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wOBA': {'value': 0.349, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 128, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'xwOBA': {'value': 0.382, 'percentile_score': 95, 'weight': 0.12, 'contribution': 11.4}, 'xBA': {'value': 0.285, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'xSLG': {'value': 0.497, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'HardHit%': {'value': 52.6, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 10.6, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 1.33, 'percentile_score': 95, 'weight': 0.07, 'contribution': 6.65}}",26
Trent Grisham,NYY,482,120,86.8,A,Elite,0.832,0.362,134,0.383,0.265,0.518,44.8,14.3,1.55,0.246,28,57,3,OPS: 0.832; wOBA: 0.362; wRC+: 134,None identified,"{'OPS': {'value': 0.832, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wOBA': {'value': 0.362, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 134, 'percentile_score': 95, 'weight': 0.15, 'contribution': 14.25}, 'xwOBA': {'value': 0.383, 'percentile_score': 95, 'weight': 0.12, 'contribution': 11.4}, 'xBA': {'value': 0.265, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.518, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'HardHit%': {'value': 44.8, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'Barrel%': {'value': 14.3, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'K:BB': {'value': 1.55, 'percentile_score': 80, 'weight': 0.07, 'contribution': 5.6000000000000005}}",27
Michael Busch,CHC,500,132,86.6,A,Elite,0.841,0.361,135,0.388,0.276,0.561,45.4,15.3,2.73,0.263,26,76,4,OPS: 0.841; wOBA: 0.361; wRC+: 135,None identified,"{'OPS': {'value': 0.841, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wOBA': {'value': 0.361, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 135, 'percentile_score': 95, 'weight': 0.15, 'contribution': 14.25}, 'xwOBA': {'value': 0.388, 'percentile_score': 95, 'weight': 0.12, 'contribution': 11.4}, 'xBA': {'value': 0.276, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.561, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'HardHit%': {'value': 45.4, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 15.3, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'K:BB': {'value': 2.73, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",28
Manny Machado,SDP,590,138,85.8,A,Elite,0.808,0.348,127,0.37,0.289,0.506,52.6,12.1,2.18,0.284,21,79,12,OPS: 0.808; wOBA: 0.348; wRC+: 127,None identified,"{'OPS': {'value': 0.808, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wOBA': {'value': 0.348, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 127, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'xwOBA': {'value': 0.37, 'percentile_score': 95, 'weight': 0.12, 'contribution': 11.4}, 'xBA': {'value': 0.289, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'xSLG': {'value': 0.506, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'HardHit%': {'value': 52.6, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 12.1, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'K:BB': {'value': 2.18, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",29
Bobby Witt Jr.,KCR,590,135,85.8,A,Elite,0.853,0.36,129,0.381,0.302,0.527,48.4,12.6,2.45,0.296,20,76,34,OPS: 0.853; wOBA: 0.36; wRC+: 129,None identified,"{'OPS': {'value': 0.853, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wOBA': {'value': 0.36, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 129, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'xwOBA': {'value': 0.381, 'percentile_score': 95, 'weight': 0.12, 'contribution': 11.4}, 'xBA': {'value': 0.302, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'xSLG': {'value': 0.527, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'HardHit%': {'value': 48.4, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 12.6, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'K:BB': {'value': 2.45, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",30
Byron Buxton,MIN,447,104,85.6,A,Elite,0.884,0.37,138,0.365,0.263,0.536,55.00000000000001,17.9,3.21,0.272,29,72,21,OPS: 0.884; wOBA: 0.37; wRC+: 138,K:BB: 3.21,"{'OPS': {'value': 0.884, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wOBA': {'value': 0.37, 'percentile_score': 95, 'weight': 0.15, 'contribution': 14.25}, 'wRC+': {'value': 138, 'percentile_score': 95, 'weight': 0.15, 'contribution': 14.25}, 'xwOBA': {'value': 0.365, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.263, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.536, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'HardHit%': {'value': 55.00000000000001, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 17.9, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'K:BB': {'value': 3.21, 'percentile_score': 40, 'weight': 0.07, 'contribution': 2.8000000000000003}}",31
Alex Bregman,BOS,400,93,84.0,A-,Above Average,0.864,0.372,135,0.354,0.269,0.457,44.9,7.5,1.48,0.286,16,53,1,OPS: 0.864; wOBA: 0.372; wRC+: 135,None identified,"{'OPS': {'value': 0.864, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wOBA': {'value': 0.372, 'percentile_score': 95, 'weight': 0.15, 'contribution': 14.25}, 'wRC+': {'value': 135, 'percentile_score': 95, 'weight': 0.15, 'contribution': 14.25}, 'xwOBA': {'value': 0.354, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.269, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.457, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 44.9, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'Barrel%': {'value': 7.5, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'K:BB': {'value': 1.48, 'percentile_score': 95, 'weight': 0.07, 'contribution': 6.65}}",32
Ryan O'Hearn,- - -,458,121,83.8,A-,Above Average,0.82,0.355,130,0.361,0.283,0.46,44.1,8.3,1.65,0.278,16,54,3,OPS: 0.82; wOBA: 0.355; wRC+: 130,None identified,"{'OPS': {'value': 0.82, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wOBA': {'value': 0.355, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 130, 'percentile_score': 95, 'weight': 0.15, 'contribution': 14.25}, 'xwOBA': {'value': 0.361, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.283, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'xSLG': {'value': 0.46, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 44.1, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'Barrel%': {'value': 8.3, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 1.65, 'percentile_score': 80, 'weight': 0.07, 'contribution': 5.6000000000000005}}",33
Bo Bichette,TOR,608,135,83.5,A-,Above Average,0.832,0.358,130,0.363,0.308,0.491,49.5,7.9,2.46,0.31,17,88,4,OPS: 0.832; wOBA: 0.358; wRC+: 130,None identified,"{'OPS': {'value': 0.832, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wOBA': {'value': 0.358, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 130, 'percentile_score': 95, 'weight': 0.15, 'contribution': 14.25}, 'xwOBA': {'value': 0.363, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.308, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'xSLG': {'value': 0.491, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'HardHit%': {'value': 49.5, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 7.9, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'K:BB': {'value': 2.46, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",34
Gleyber Torres,DET,532,123,82.9,A-,Above Average,0.767,0.34,118,0.386,0.291,0.502,40.1,9.0,1.1,0.264,14,63,4,wOBA: 0.34; wRC+: 118; xwOBA: 0.386,None identified,"{'OPS': {'value': 0.767, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.34, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 118, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'xwOBA': {'value': 0.386, 'percentile_score': 95, 'weight': 0.12, 'contribution': 11.4}, 'xBA': {'value': 0.291, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'xSLG': {'value': 0.502, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'HardHit%': {'value': 40.1, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'Barrel%': {'value': 9.0, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 1.1, 'percentile_score': 95, 'weight': 0.07, 'contribution': 6.65}}",35
Yandy Diaz,TBR,560,128,82.7,A-,Above Average,0.816,0.35,123,0.362,0.296,0.479,51.9,9.1,1.95,0.286,22,76,3,OPS: 0.816; wOBA: 0.35; wRC+: 123,None identified,"{'OPS': {'value': 0.816, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wOBA': {'value': 0.35, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 123, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'xwOBA': {'value': 0.362, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.296, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'xSLG': {'value': 0.479, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 51.9, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 9.1, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 1.95, 'percentile_score': 80, 'weight': 0.07, 'contribution': 5.6000000000000005}}",36
Brent Rooker,ATH,604,139,82.5,A-,Above Average,0.837,0.357,127,0.367,0.276,0.516,45.1,13.8,2.35,0.27,27,80,5,OPS: 0.837; wOBA: 0.357; wRC+: 127,None identified,"{'OPS': {'value': 0.837, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wOBA': {'value': 0.357, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 127, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'xwOBA': {'value': 0.367, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.276, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.516, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'HardHit%': {'value': 45.1, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 13.8, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'K:BB': {'value': 2.35, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",37
James Wood,WSN,592,135,82.5,A-,Above Average,0.825,0.353,127,0.364,0.263,0.494,54.29999999999999,15.9,2.45,0.257,26,84,15,OPS: 0.825; wOBA: 0.353; wRC+: 127,None identified,"{'OPS': {'value': 0.825, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wOBA': {'value': 0.353, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 127, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'xwOBA': {'value': 0.364, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.263, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.494, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'HardHit%': {'value': 54.29999999999999, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 15.9, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'K:BB': {'value': 2.45, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",38
Jeremy Pena,HOU,468,109,82.4,A-,Above Average,0.843,0.364,135,0.349,0.285,0.457,42.6,8.0,2.58,0.307,14,51,20,OPS: 0.843; wOBA: 0.364; wRC+: 135,None identified,"{'OPS': {'value': 0.843, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wOBA': {'value': 0.364, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 135, 'percentile_score': 95, 'weight': 0.15, 'contribution': 14.25}, 'xwOBA': {'value': 0.349, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.285, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'xSLG': {'value': 0.457, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 42.6, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'Barrel%': {'value': 8.0, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 2.58, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",39
Alejandro Kirk,TOR,431,110,82.3,A-,Above Average,0.779,0.34,118,0.367,0.296,0.489,50.6,9.5,1.1,0.295,11,61,1,wOBA: 0.34; wRC+: 118; xwOBA: 0.367,None identified,"{'OPS': {'value': 0.779, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.34, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 118, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'xwOBA': {'value': 0.367, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.296, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'xSLG': {'value': 0.489, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'HardHit%': {'value': 50.6, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 9.5, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 1.1, 'percentile_score': 95, 'weight': 0.07, 'contribution': 6.65}}",40
Maikel Garcia,KCR,562,135,82.2,A-,Above Average,0.837,0.361,129,0.349,0.29,0.447,45.3,6.0,1.46,0.298,15,64,22,OPS: 0.837; wOBA: 0.361; wRC+: 129,None identified,"{'OPS': {'value': 0.837, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wOBA': {'value': 0.361, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 129, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'xwOBA': {'value': 0.349, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.29, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'xSLG': {'value': 0.447, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 45.3, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 6.0, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'K:BB': {'value': 1.46, 'percentile_score': 95, 'weight': 0.07, 'contribution': 6.65}}",41
Ivan Herrera,STL,351,84,82.1,A-,Above Average,0.809,0.355,130,0.365,0.279,0.479,46.5,10.0,2.06,0.286,12,51,6,OPS: 0.809; wOBA: 0.355; wRC+: 130,None identified,"{'OPS': {'value': 0.809, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wOBA': {'value': 0.355, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 130, 'percentile_score': 95, 'weight': 0.15, 'contribution': 14.25}, 'xwOBA': {'value': 0.365, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.279, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.479, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 46.5, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 10.0, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 2.06, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",42
Matt Olson,ATL,619,138,81.9,A-,Above Average,0.82,0.357,129,0.362,0.257,0.484,53.0,13.3,1.91,0.269,21,77,1,OPS: 0.82; wOBA: 0.357; wRC+: 129,None identified,"{'OPS': {'value': 0.82, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wOBA': {'value': 0.357, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 129, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'xwOBA': {'value': 0.362, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.257, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'xSLG': {'value': 0.484, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'HardHit%': {'value': 53.0, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 13.3, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'K:BB': {'value': 1.91, 'percentile_score': 80, 'weight': 0.07, 'contribution': 5.6000000000000005}}",43
Gunnar Henderson,BAL,553,131,81.3,A-,Above Average,0.806,0.347,123,0.353,0.292,0.445,50.5,8.7,2.41,0.279,16,61,20,OPS: 0.806; wOBA: 0.347; wRC+: 123,None identified,"{'OPS': {'value': 0.806, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wOBA': {'value': 0.347, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 123, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'xwOBA': {'value': 0.353, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.292, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'xSLG': {'value': 0.445, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 50.5, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 8.7, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 2.41, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",44
Seiya Suzuki,CHC,575,132,81.3,A-,Above Average,0.799,0.341,121,0.371,0.268,0.525,48.9,18.0,2.42,0.247,27,89,5,wOBA: 0.341; wRC+: 121; xwOBA: 0.371,None identified,"{'OPS': {'value': 0.799, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.341, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 121, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'xwOBA': {'value': 0.371, 'percentile_score': 95, 'weight': 0.12, 'contribution': 11.4}, 'xBA': {'value': 0.268, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.525, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'HardHit%': {'value': 48.9, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 18.0, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'K:BB': {'value': 2.42, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",45
Brandon Lowe,TBR,468,114,81.1,A-,Above Average,0.811,0.346,120,0.357,0.272,0.516,46.3,13.4,3.48,0.264,28,72,3,OPS: 0.811; wOBA: 0.346; wRC+: 120,K:BB: 3.48,"{'OPS': {'value': 0.811, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wOBA': {'value': 0.346, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'wRC+': {'value': 120, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'xwOBA': {'value': 0.357, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.272, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.516, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'HardHit%': {'value': 46.3, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 13.4, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'K:BB': {'value': 3.48, 'percentile_score': 40, 'weight': 0.07, 'contribution': 2.8000000000000003}}",46
